"","UMAP1","UMAP2","gene","module","color","hub","kME"
"TRADD",0.912062834803658,1.18860375795885,"TRADD","Module7","#9f5691","other",0.323383684469882
"CORO1A",1.60837156683643,3.31540071878954,"CORO1A","Module2","#fe9b00","other",0.580607753971891
"PSMD7",3.82608766466816,-1.25041604127363,"PSMD7","Module2","#fe9b00","other",0.291322791713308
"FAM173A",-0.230274971719188,3.54421675119921,"FAM173A","Module10","#2b9b81","other",0.0584318408898786
"SLC7A5",1.56279880911549,-7.43420827474073,"SLC7A5","Module8","#633372","other",0.255014710655514
"STUB1",1.29095919043263,-1.1938503840156,"STUB1","Module7","#9f5691","other",0.137190057533652
"UBE2I",4.20957488924702,0.173144458871329,"UBE2I","Module2","#fe9b00","other",0.404150582969305
"GSPT1",1.3596702328368,-6.50422275151685,"GSPT1","Module8","#633372","other",0.15952039096723
"TCEB2",4.38789958864887,6.62409508142992,"TCEB2","Module4","#9b3441","other",0.405717414871678
"GGA2",3.10477013498982,-6.47830092992262,"GGA2","Module5","#de597c","other",0.420992979968125
"HMOX2",1.06543333441456,0.445842146020377,"HMOX2","Module7","#9f5691","other",0.554333380348452
"PYCARD",-0.470795769389075,2.92968189631029,"PYCARD","Module10","#2b9b81","other",0.124140858875247
"CSK",-1.27533476441662,-0.0850728758759856,"CSK","Module7","#9f5691","other",0.525012226450742
"RAB11A",4.98512287050923,-0.811668590564287,"RAB11A","Module2","#fe9b00","other",0.351290713037901
"GABPB1",-0.174278780962628,-2.69975614633039,"GABPB1","Module1","#f4c40f","other",0.305967497748483
"UBE2W",-1.32629292100231,3.15032303247973,"UBE2W","Module10","#2b9b81","other",0.0820563496962741
"EIF3E",1.74415488154133,-0.0674405106492399,"EIF3E","Module2","#fe9b00","other",0.28785500220661
"GSDMD",-0.573562014992637,0.971121548753226,"GSDMD","Module7","#9f5691","other",0.447979228232135
"EEF1D",4.67813081652363,5.11007177744433,"EEF1D","Module4","#9b3441","other",0.565376381156658
"LEPROTL1",4.94200677782734,-3.33211529340223,"LEPROTL1","Module5","#de597c","other",0.566802109928543
"DCTN6",0.979800056521493,-1.92071616734937,"DCTN6","Module1","#f4c40f","other",0.379552232130863
"GSR",-11.9619486817674,-0.787460074681795,"GSR","Module3","#d8443c","other",0.0932084450707392
"BNIP3L",4.54804916292866,-5.48105943288282,"BNIP3L","Module5","#de597c","other",0.230613280220505
"NUCB1",0.890523623530465,1.19487249765917,"NUCB1","Module7","#9f5691","other",0.527765434175799
"ECH1",-0.642800320084495,2.0426322213225,"ECH1","Module7","#9f5691","other",0.680142344517518
"RELB",5.53031272799214,-4.54774630155042,"RELB","Module5","#de597c","other",0.446590285995099
"FCGRT",-0.574545521433753,-0.108090997595346,"FCGRT","Module7","#9f5691","other",0.16065732612591
"CD37",-0.746542621548575,0.663175939660513,"CD37","Module7","#9f5691","other",0.436255988691856
"SF3A2",5.74819774538715,5.64798223887011,"SF3A2","Module4","#9b3441","other",0.280004101814738
"OAZ1",0.588738392893868,-7.18168199147657,"OAZ1","Module8","#633372","other",0.732774349726125
"AES",-11.8917172440843,-4.41036260213331,"AES","Module6","#e87b89","hub",0.695527732750761
"FAM32A",3.83691401392658,-2.36200440015272,"FAM32A","Module2","#fe9b00","other",0.288895731907181
"PDCD5",5.45746917635639,-1.91615325297788,"PDCD5","Module2","#fe9b00","other",0.342041739530158
"RPS16",0.699614297453958,-7.51379573430494,"RPS16","Module8","#633372","other",0.143696105478139
"TBCB",1.81983561426838,2.51413500223681,"TBCB","Module9","#1f6e9c","hub",0.624766681451937
"POLR2I",4.4691798201247,2.2814770928435,"POLR2I","Module2","#fe9b00","other",0.273116210456618
"HNRNPUL1",0.105159830157357,-6.9316805609651,"HNRNPUL1","Module8","#633372","other",0.19849969455059
"TGFB1",1.98693723589619,-7.19156634892896,"TGFB1","Module8","#633372","other",0.230325154399098
"CD79A",-0.0526382589296522,-1.30368211950735,"CD79A","Module1","#f4c40f","other",0
"RPS19",5.41478032976826,8.00664675150439,"RPS19","Module4","#9b3441","other",0.757217892846578
"NKG7",0.54664225489338,4.97331058893725,"NKG7","Module2","#fe9b00","other",0.169000081893123
"ETFB",-0.323558617527884,2.01966869745775,"ETFB","Module7","#9f5691","other",0.512756767118148
"BABAM1",-0.994078446324271,1.24596679125353,"BABAM1","Module7","#9f5691","other",0.36870511924859
"CDC37",5.47165746599873,-4.74867236699537,"CDC37","Module5","#de597c","other",0.485452986653148
"NAPA",6.65955276400288,-1.68067914332823,"NAPA","Module2","#fe9b00","other",0.463383568627934
"RABAC1",4.20415229708393,1.58534681711718,"RABAC1","Module2","#fe9b00","other",0.540321641264883
"TMEM205",-0.528766084607047,1.06771647844836,"TMEM205","Module7","#9f5691","other",0.178124947596802
"WDR83OS",4.23485059649189,2.29658496294543,"WDR83OS","Module2","#fe9b00","other",0.515956856303431
"TFPT",4.33696575075825,0.477686046700919,"TFPT","Module2","#fe9b00","other",0.130557387405928
"RPL18A",5.14829893023213,7.17285120401903,"RPL18A","Module4","#9b3441","hub",0.884754986714138
"COPE",1.90964646250446,1.76531422052904,"COPE","Module9","#1f6e9c","hub",0.699445504792134
"TMEM147",3.40308589846333,-1.35501778211073,"TMEM147","Module2","#fe9b00","other",0.172145909938043
"FKBP8",2.36448378473957,2.71549999628588,"FKBP8","Module2","#fe9b00","other",0.405620526230804
"NAMPT",5.17287702471455,-3.09901177968458,"NAMPT","Module5","#de597c","other",0.264946925797006
"MTPN",-1.14169602483074,-3.96449148740247,"MTPN","Module8","#633372","other",0.156771812512512
"H2AFV",4.14034194857319,-5.96901214208082,"H2AFV","Module5","#de597c","other",0.508821334025636
"DNAJB6",5.18460245043476,-4.24379575337843,"DNAJB6","Module5","#de597c","other",0.662266400817103
"SSBP1",4.51700706392964,-0.260964692492044,"SSBP1","Module2","#fe9b00","other",0.328138615263158
"TAX1BP1",0.470723282401162,-2.90414655293897,"TAX1BP1","Module11","#92c051","hub",0.695919703679972
"CHCHD2",6.73836011797627,-1.43888530220464,"CHCHD2","Module2","#fe9b00","hub",0.862030717881133
"BUD31",4.71977634340962,-0.110122502703226,"BUD31","Module2","#fe9b00","other",0.349835435918602
"NUDT1",-0.499622661765021,0.949177741151297,"NUDT1","Module7","#9f5691","other",0.270946300038246
"MOSPD3",-0.51015027254383,0.976009844880545,"MOSPD3","Module7","#9f5691","other",0.323457674721047
"AP1S1",1.19266588598927,1.15565979395434,"AP1S1","Module7","#9f5691","other",0.395988761175295
"RPA3",3.46274299532612,1.75006210718676,"RPA3","Module2","#fe9b00","other",0.259399874402674
"ZNHIT1",2.10711688906391,2.32979285631701,"ZNHIT1","Module9","#1f6e9c","other",0.523656168035271
"PSMA2",-3.10565738766949,4.27888357554003,"PSMA2","Module10","#2b9b81","other",0.268744538239494
"RHEB",5.9313609114333,-2.25916218842939,"RHEB","Module2","#fe9b00","other",0.29954710035179
"TMEM245",0.0650895944281397,-6.8664139517732,"TMEM245","Module8","#633372","other",0.0938472425188109
"SEC61B",6.31848783404072,-1.53703409518675,"SEC61B","Module2","#fe9b00","other",0.709403637264063
"PLGRKT",0.147647958104211,1.9413994542174,"PLGRKT","Module7","#9f5691","other",0.350956477696007
"EDF1",4.5966851225539,1.87814271364733,"EDF1","Module2","#fe9b00","other",0.584696426964049
"UBE2R2",-12.053241063054,-2.83358001794294,"UBE2R2","Module3","#d8443c","other",0.0436747919114128
"ZFAND5",1.15220053106983,-6.48543298329786,"ZFAND5","Module8","#633372","other",0.152045117593513
"EIF3A",-1.00069336980144,-2.83768451299146,"EIF3A","Module11","#92c051","other",0.521026677562304
"MAPK8",1.75170547873219,-6.67090356435255,"MAPK8","Module8","#633372","other",0.0515849598095505
"SPOCK2",0.848243009154397,-6.75935018147901,"SPOCK2","Module8","#633372","other",0.248206539079742
"OBFC1",-1.42925338834087,5.33490145121142,"OBFC1","Module10","#2b9b81","other",0.115797656098958
"SMC3",-0.833569634850425,-2.98107624139265,"SMC3","Module11","#92c051","other",0.391059874730288
"RPL28",5.26835889727314,7.88921701822802,"RPL28","Module4","#9b3441","hub",0.858876483302089
"RPL19",5.29920406252583,7.95218908701464,"RPL19","Module4","#9b3441","other",0.755964448329646
"PFN1",-1.18936042874615,5.07592832956835,"PFN1","Module10","#2b9b81","other",0.337462936420568
"SLC25A11",1.02139849573811,1.41950952921435,"SLC25A11","Module7","#9f5691","other",0.352676283515927
"C1QBP",6.32594175249775,-1.48600390638784,"C1QBP","Module2","#fe9b00","other",0.431603430727316
"PSMD11",4.59006805330952,-2.75197947110609,"PSMD11","Module2","#fe9b00","other",0.260288838481365
"RAB5C",-0.810424495633048,2.70898854647204,"RAB5C","Module7","#9f5691","other",0.511515189599616
"ABI3",0.936993192736703,1.39669001017138,"ABI3","Module7","#9f5691","other",0.481800533636407
"LUC7L3",-1.47499196618359,-3.30141818608717,"LUC7L3","Module11","#92c051","other",0.552952132410162
"CHIC2",4.51212043673237,4.49822533045336,"CHIC2","Module4","#9b3441","other",0.160687522435156
"UBE2D3",4.61702937990864,-2.49991953458265,"UBE2D3","Module5","#de597c","other",0.528627707913552
"RPL34",5.46523923784931,8.0104843369536,"RPL34","Module4","#9b3441","other",0.754844455338078
"FRG1",3.59339542299946,-2.07812297429517,"FRG1","Module2","#fe9b00","other",0.155050889653966
"FBXW7",-11.9975283631639,0.0377247324995638,"FBXW7","Module3","#d8443c","other",0.0463608295242792
"HTATIP2",5.40969438463886,-4.06425511922315,"HTATIP2","Module5","#de597c","other",0.16676691329509
"ZPR1",6.63962383181294,6.72355949793383,"ZPR1","Module4","#9b3441","other",0.17705810651469
"HSPA8",6.61434478670796,-2.92853558148817,"HSPA8","Module5","#de597c","hub",0.846659529033354
"LPXN",3.46344585329731,-6.58064210500196,"LPXN","Module8","#633372","other",0.137351961392754
"ATG2A",0.857684325282174,-2.34233152951673,"ATG2A","Module11","#92c051","other",0.125418174720976
"CHORDC1",5.31965083986958,-4.19161975469068,"CHORDC1","Module5","#de597c","other",0.550961769568213
"EIF4G2",0.70519162327488,-6.61074292745069,"EIF4G2","Module8","#633372","other",0.179806042987798
"CD5",3.01690525919636,-6.60718381490186,"CD5","Module8","#633372","other",0.121845797919168
"CD81",-11.6333077439622,-3.46344888295606,"CD81","Module3","#d8443c","other",0.213898986232662
"RPS13",5.30138177782734,7.84088861856982,"RPS13","Module4","#9b3441","other",0.699932155024441
"NUP98",2.64664096743305,-6.60423553075269,"NUP98","Module8","#633372","other",0.111739647852506
"NDUFS8",2.35391635805805,2.62842881594225,"NDUFS8","Module2","#fe9b00","other",0.287504969803814
"TCIRG1",0.473272513453561,4.5514417878203,"TCIRG1","Module10","#2b9b81","other",0.134354657532855
"CD69",-1.58722429364483,3.46704637918993,"CD69","Module10","#2b9b81","other",0.529517770709455
"CLEC2B",6.45328636080464,-1.51906704987959,"CLEC2B","Module2","#fe9b00","other",0.438701683525144
"BIN2",-11.8515866288499,-1.84469610537962,"BIN2","Module7","#9f5691","other",0.515343358213082
"ATP5B",6.54067916781147,6.83788645182177,"ATP5B","Module4","#9b3441","other",0.276414189211939
"PTGES3",6.44172067553242,-2.65316093053297,"PTGES3","Module5","#de597c","other",0.688177028861421
"RSRC2",0.902762602870065,-1.90813118304685,"RSRC2","Module1","#f4c40f","other",0.426723657826967
"ARPC3",2.39643354326923,2.25335490618273,"ARPC3","Module9","#1f6e9c","hub",1
"VPS29",1.21234400183399,2.37471043978258,"VPS29","Module9","#1f6e9c","other",0.359658461379801
"ALDH2",-0.0274695718244734,-1.40949696387724,"ALDH2","Module1","#f4c40f","other",0.336151802122894
"CDKN1B",0.349110077921945,-6.99687373723463,"CDKN1B","Module8","#633372","other",0.196036109603918
"OAS2",-12.006724644597,-0.174089432615793,"OAS2","Module3","#d8443c","other",0.117135850207564
"SLC38A1",0.40790547043522,-6.4193719634004,"SLC38A1","Module8","#633372","other",0.130855876362382
"IFNG",-1.34305231660168,3.32325613413378,"IFNG","Module10","#2b9b81","other",0.248536140848739
"KRR1",0.931253861491281,-1.91948694076017,"KRR1","Module1","#f4c40f","other",0.275737639702132
"MRPL51",4.10142726809223,-1.45489978875593,"MRPL51","Module2","#fe9b00","other",0.408275228849961
"GAPDH",6.58300609499653,-2.77338647927717,"GAPDH","Module2","#fe9b00","hub",1
"NOP2",5.04686422259052,-5.10303008641676,"NOP2","Module5","#de597c","other",0.16907358439852
"CHD4",-12.1191838273362,-2.87385737981275,"CHD4","Module3","#d8443c","other",0.0871145738817758
"TPI1",4.83880824953755,1.41205489550158,"TPI1","Module2","#fe9b00","hub",0.805681682053027
"PTPN6",-1.42803733437817,2.8647655240111,"PTPN6","Module7","#9f5691","other",0.555806595802634
"LDHB",3.3777822962447,-1.30456134762243,"LDHB","Module2","#fe9b00","other",0.495384277339298
"COX6A1",4.78834218889912,3.62114822779223,"COX6A1","Module2","#fe9b00","other",0.774535828969264
"RWDD1",3.56547183901508,-1.74195551957563,"RWDD1","Module2","#fe9b00","other",0.291360437563372
"TMEM14C",0.23589105517109,1.8445976964049,"TMEM14C","Module7","#9f5691","other",0.529336760215254
"MRPL18",6.23661346346577,-2.5141874560304,"MRPL18","Module2","#fe9b00","other",0.328987933782029
"RPS12",5.34485740572651,7.80324804697558,"RPS12","Module4","#9b3441","hub",0.855264479598264
"SNX3",4.62781114489277,-2.09086728181318,"SNX3","Module2","#fe9b00","other",0.481346437838403
"HECA",-11.9430134782151,-3.73980367268995,"HECA","Module6","#e87b89","other",0.317739144280224
"SLC39A7",5.86851854235371,-1.60028183545545,"SLC39A7","Module2","#fe9b00","other",0.163380180267294
"CUTA",1.74687392622669,2.84029614840075,"CUTA","Module9","#1f6e9c","other",0.479934269396754
"CCND3",-1.37467758744518,0.312576769929373,"CCND3","Module7","#9f5691","other",0.616863693147212
"DNPH1",1.90379614741047,2.98093521509692,"DNPH1","Module10","#2b9b81","other",0.0634378481768667
"COX7A2",3.99058599383076,1.92209112558886,"COX7A2","Module2","#fe9b00","other",0.626352385432547
"ERBB2IP",-12.1245043763475,-0.250325561422861,"ERBB2IP","Module3","#d8443c","other",0.0709574403159638
"IK",1.32339270025929,-2.12781369771436,"IK","Module1","#f4c40f","other",0.393201808143498
"LMNB1",5.34337873369892,-4.22620618428663,"LMNB1","Module5","#de597c","other",0.252974066202431
"SUB1",4.77188987642964,1.51838505182787,"SUB1","Module2","#fe9b00","other",0.766908281015278
"SKP1",6.05956191927632,-1.58706373061613,"SKP1","Module2","#fe9b00","hub",0.781889490604861
"PPP2CA",4.73931856066425,-0.224398136992013,"PPP2CA","Module2","#fe9b00","other",0.274586384749847
"NR3C1",3.51422972590168,-6.62771117772535,"NR3C1","Module5","#de597c","other",0.544294436769389
"TXNDC15",4.10997505099018,-1.79560160722212,"TXNDC15","Module2","#fe9b00","other",0.185102823018235
"CSNK1A1",3.95533246905048,-1.32572797026113,"CSNK1A1","Module2","#fe9b00","other",0.314777235174349
"ATP6V0E1",4.64211292177876,0.408054827790701,"ATP6V0E1","Module2","#fe9b00","other",0.644375752199868
"SMC4",-1.43168573468487,-2.92316448773817,"SMC4","Module11","#92c051","other",0.3279613320309
"SELK",6.61508483797749,6.72280180368944,"SELK","Module4","#9b3441","other",0.272411645790866
"FAM162A",2.92252917200764,1.54840958033129,"FAM162A","Module2","#fe9b00","other",0.117182188930575
"RNF7",4.06043739229878,1.51472794924303,"RNF7","Module2","#fe9b00","other",0.378170989502022
"KAT2B",-11.8458045014695,-2.35482454385236,"KAT2B","Module3","#d8443c","other",0.0718550828472522
"PDCD10",3.68889064699848,-1.5600665816255,"PDCD10","Module2","#fe9b00","other",0.262860327929021
"GNAI2",-11.6651309022264,-3.36060917462782,"GNAI2","Module3","#d8443c","other",0.224980168899265
"TUSC2",6.16684169680317,-3.19513046826795,"TUSC2","Module5","#de597c","other",0.219765987039149
"RPL24",5.32343883425434,7.35535490427538,"RPL24","Module4","#9b3441","other",0.544808729789992
"BBX",-0.822802651818198,-3.40017473782972,"BBX","Module11","#92c051","other",0.275288361921847
"CISH",-1.48567979424755,2.77034556780382,"CISH","Module7","#9f5691","other",0.39275568114086
"ABHD14B",-0.650888431961936,1.98230683718249,"ABHD14B","Module7","#9f5691","other",0.358133254274505
"EIF1B",6.08524198443134,-1.67654234256223,"EIF1B","Module2","#fe9b00","other",0.386779995606434
"EEF1B2",5.46769685656269,7.23068678293749,"EEF1B2","Module4","#9b3441","other",0.565928763143981
"DGUOK",2.65155453592976,2.31496512804552,"DGUOK","Module9","#1f6e9c","other",0.436211040986315
"MOB1A",-1.51226787656109,-3.05640423383192,"MOB1A","Module11","#92c051","other",0.512122608051863
"ZAP70",-1.17194764703075,1.01271259699389,"ZAP70","Module7","#9f5691","other",0.650159632480349
"ACTR3",-1.42238013833324,-0.893464290458715,"ACTR3","Module7","#9f5691","hub",0.820552406083028
"SF3B6",5.98635549456318,7.0938755265288,"SF3B6","Module4","#9b3441","other",0.4006928561098
"RPS15",5.12039012819965,7.42217314158007,"RPS15","Module4","#9b3441","other",0.790804752231796
"NDUFS7",2.20465488344868,2.76583588038012,"NDUFS7","Module2","#fe9b00","other",0.286936434218579
"POLE4",5.11763925463398,-0.00665408458188765,"POLE4","Module2","#fe9b00","other",0.270559359711757
"CCT4",4.60690040499409,2.03654301081225,"CCT4","Module2","#fe9b00","other",0.334591677568758
"TXNDC9",5.26347846895893,-0.649065405983484,"TXNDC9","Module2","#fe9b00","other",0.222149598467582
"HSPE1",6.42697114855488,-2.29633677091078,"HSPE1","Module5","#de597c","hub",0.789418543403712
"PPP1R7",-0.0481709280566397,-1.28087347831205,"PPP1R7","Module1","#f4c40f","other",0.386686996174667
"ID2",-11.8059847840623,-4.59163439359144,"ID2","Module6","#e87b89","other",0.387294087139945
"SRSF7",6.32067651659687,-2.542490721602,"SRSF7","Module5","#de597c","other",0.714588972181303
"SLC1A4",3.57730765253742,-6.62277209844068,"SLC1A4","Module5","#de597c","other",0.376019335112122
"SOS1",-11.8074744233445,-1.10222496177629,"SOS1","Module3","#d8443c","other",0.0659965830529742
"SUMO1",4.79965467364033,1.42709910784289,"SUMO1","Module2","#fe9b00","other",0.589045754560132
"CACYBP",5.61718339831074,-3.6579931982942,"CACYBP","Module5","#de597c","hub",0.736391931993912
"SCP2",0.23987568527897,1.87534177218004,"SCP2","Module7","#9f5691","other",0.644119234938249
"TMEM59",3.73106903940876,-2.5150545844026,"TMEM59","Module2","#fe9b00","other",0.539535726738999
"RPL22",5.28690643221577,7.78462850962206,"RPL22","Module4","#9b3441","other",0.760990949541192
"PARK7",3.5204071512862,1.39781367693468,"PARK7","Module2","#fe9b00","other",0.543242268963757
"ATP5F1",5.78173322588642,7.24567377481982,"ATP5F1","Module4","#9b3441","other",0.211820580308931
"ASH1L",-0.846487391884727,-2.96887242879347,"ASH1L","Module11","#92c051","other",0.390712324386269
